PaymentID,CustomerID,PaymentDate,AmountPaid
PAY003961,C033,07-08-2024,9800
PAY003962,C048,07-08-2024,10000
PAY003963,C060,07-08-2024,6000
PAY008653,C006,16-11-2025,-3300
PAY003964,C063,07-08-2024,6700
PAY003965,C065,07-08-2024,4900
PAY003966,C001,08-08-2024,12300
PAY003967,C006,08-08-2024,10000
PAY003968,C012,08-08-2024,6700
PAY003969,C036,08-08-2024,900
PAY003970,C042,08-08-2024,3700
PAY003971,C056,08-08-2024,7800
PAY003972,C003,09-08-2024,11900
PAY003973,C004,09-08-2024,4800
PAY003974,C009,09-08-2024,1000
PAY003975,C012,09-08-2024,9200
PAY003976,C013,09-08-2024,3400
PAY003977,C015,09-08-2024,1000
PAY003978,C022,09-08-2024,12800
PAY003979,C026,09-08-2024,2700
PAY003980,C032,09-08-2024,1900
PAY003981,C001,10-08-2024,9500
PAY003982,C003,10-08-2024,9200
PAY003983,C007,10-08-2024,11500
PAY003984,C008,10-08-2024,3000
PAY003985,C009,10-08-2024,10100
PAY003986,C010,10-08-2024,12800
PAY003987,C013,10-08-2024,4400
PAY003988,C014,10-08-2024,4100
PAY003989,C015,10-08-2024,1900
PAY003990,C027,10-08-2024,11100
PAY003991,C030,10-08-2024,6000
PAY003992,C032,10-08-2024,5800
PAY003993,C033,10-08-2024,2400
PAY003994,C035,10-08-2024,3800
PAY003995,C053,10-08-2024,12900
PAY003996,C003,11-08-2024,13300
PAY003997,C008,11-08-2024,1300
PAY003998,C010,11-08-2024,12200
PAY008266,C009,04-10-2025,7600
PAY003999,C013,11-08-2024,900
PAY004000,C037,11-08-2024,6100
PAY004001,C049,11-08-2024,11600
PAY004002,C050,11-08-2024,12700
PAY004003,C056,11-08-2024,900
PAY004004,C001,12-08-2024,9000
PAY004005,C004,12-08-2024,10500
PAY004006,C007,12-08-2024,12800
PAY004007,C034,12-08-2024,8300
PAY004008,C001,13-08-2024,600
PAY004009,C002,13-08-2024,6600
PAY004010,C004,13-08-2024,11600
PAY004011,C005,13-08-2024,1500
PAY004012,C011,13-08-2024,2600
PAY004013,C012,13-08-2024,9300
PAY004014,C020,13-08-2024,2600
PAY004015,C021,13-08-2024,4600
PAY004016,C029,13-08-2024,5000
PAY004017,C053,13-08-2024,1700
PAY004018,C006,14-08-2024,9500
PAY004019,C012,14-08-2024,7700
PAY004020,C013,14-08-2024,12300
PAY000590,,22-07-2023,3600
PAY004021,C025,14-08-2024,10000
PAY004022,C031,14-08-2024,13800
PAY004023,C057,14-08-2024,5300
PAY004024,C001,15-08-2024,6000
PAY004025,C004,15-08-2024,7300
PAY004026,C005,15-08-2024,12600
PAY004027,C008,15-08-2024,5100
PAY004028,C010,15-08-2024,5400
PAY007297,C044,,3500
PAY004029,C011,15-08-2024,1600
PAY004030,C014,15-08-2024,10700
PAY004031,C016,15-08-2024,4600
PAY004032,C018,15-08-2024,13300
PAY004033,C028,15-08-2024,1700
PAY004034,C033,15-08-2024,11400
PAY004035,C044,15-08-2024,5400
PAY004036,C006,16-08-2024,3200
PAY008988,C019,29-12-2025,
PAY004037,C008,16-08-2024,1000
PAY004038,C010,16-08-2024,9400
PAY004039,C014,16-08-2024,400
PAY004040,C017,16-08-2024,9900
PAY004041,C019,16-08-2024,13700
PAY004042,C021,16-08-2024,13000
PAY004043,C022,16-08-2024,13900
PAY004343,C039,14-09-2024,5300
PAY004044,C023,16-08-2024,1200
PAY004045,C031,16-08-2024,10600
PAY004046,C033,16-08-2024,1300
PAY004047,C038,16-08-2024,800
PAY004048,C003,17-08-2024,11800
PAY004049,C005,17-08-2024,9700
PAY004050,C007,17-08-2024,8700
PAY004051,C009,17-08-2024,14000
PAY004052,C015,17-08-2024,8000
PAY004053,C016,17-08-2024,600
PAY004054,C026,17-08-2024,6100
PAY004055,C028,17-08-2024,11200
PAY004056,C032,17-08-2024,5600
PAY004057,C038,17-08-2024,13400
PAY004058,C039,17-08-2024,13200
PAY004059,C040,17-08-2024,9000
PAY004060,C043,17-08-2024,1000
PAY004061,C044,17-08-2024,13900
PAY004062,C052,17-08-2024,2100
PAY004063,C059,17-08-2024,6400
PAY004064,C001,18-08-2024,6000
PAY004065,C002,18-08-2024,5700
PAY004066,C003,18-08-2024,12200
PAY004067,C004,18-08-2024,13800
PAY004068,C005,18-08-2024,8600
PAY004069,C009,18-08-2024,1700
PAY004070,C012,18-08-2024,2200
PAY002701,C015,01-04-2024,2500
PAY004071,C013,18-08-2024,12800
PAY004072,C024,18-08-2024,3000
PAY004073,C026,18-08-2024,2500
PAY004074,C030,18-08-2024,11900
PAY004075,C036,18-08-2024,3000
PAY004076,C040,18-08-2024,5500
PAY004077,C041,18-08-2024,12000
PAY004078,C058,18-08-2024,9900
PAY004079,C002,19-08-2024,6300
PAY004080,C005,19-08-2024,13000
PAY004081,C006,19-08-2024,10400
PAY004082,C007,19-08-2024,2200
PAY004083,C010,19-08-2024,6700
PAY004084,C024,19-08-2024,10200
PAY004085,C035,19-08-2024,9800
PAY004086,C039,19-08-2024,12600
PAY004087,C051,19-08-2024,7800
PAY004088,C009,20-08-2024,4400
PAY004089,C011,20-08-2024,1000
PAY004090,C012,20-08-2024,1300
PAY004091,C035,20-08-2024,6600
PAY004092,C043,20-08-2024,1300
PAY004093,C045,20-08-2024,6700
PAY005120,C013,"November 30, 2024",4200
PAY004094,C046,20-08-2024,2900
PAY004095,C056,20-08-2024,2700
PAY004096,C070,20-08-2024,5700
PAY004097,C002,21-08-2024,1200
PAY004098,C004,21-08-2024,3300
Pay001649,C025,10-12-2023,6900
PAY004099,C006,21-08-2024,9900
PAY004100,C010,21-08-2024,7900
PAY004101,C013,21-08-2024,9400
PAY004102,C014,21-08-2024,6600
PAY004103,C021,21-08-2024,12700
PAY004104,C027,21-08-2024,13000
PAY004105,C030,21-08-2024,2200
PAY004106,C041,21-08-2024,8700
PAY004107,C055,21-08-2024,4400
PAY004108,C060,21-08-2024,9700
PAY004109,C067,21-08-2024,2200
PAY004110,C015,22-08-2024,8600
PAY004111,C021,22-08-2024,5500
PAY004112,C047,22-08-2024,2000
PAY004113,C051,22-08-2024,12400
PAY004114,C054,22-08-2024,13700
PAY004115,C001,23-08-2024,400
PAY004116,C006,23-08-2024,11500
PAY004117,C008,23-08-2024,2100
PAY004118,C013,23-08-2024,12600
PAY004119,C020,23-08-2024,8500
PAY004120,C027,23-08-2024,2500
PAY004121,C029,23-08-2024,9300
PAY004122,C034,23-08-2024,10500
PAY004123,C004,24-08-2024,5900
PAY004124,C006,24-08-2024,7600
PAY004125,C007,24-08-2024,10100
PAY004126,C008,24-08-2024,12400
PAY004127,C009,24-08-2024,10100
PAY005231,C0 36,10-12-2024,1300
PAY004128,C012,24-08-2024,3900
PAY004129,C014,24-08-2024,12300
PAY004130,C017,24-08-2024,10400
PAY004131,C019,24-08-2024,4400
PAY004132,C023,24-08-2024,10300
PAY004133,C025,24-08-2024,11200
PAY004134,C060,24-08-2024,4200
PAY004135,C002,25-08-2024,10000
PAY004136,C003,25-08-2024,1500
PAY004137,C005,25-08-2024,3700
PAY004138,C016,25-08-2024,1500
PAY006860,c032,15-05-2025,11500
PAY004139,C018,25-08-2024,10400
PAY004140,C022,25-08-2024,13000
PAY004141,C026,25-08-2024,700
PAY004142,C028,25-08-2024,2400
PAY004143,C037,25-08-2024,13100
PAY004144,C048,25-08-2024,500
PAY004145,C069,25-08-2024,12900
PAY004146,C007,26-08-2024,13600
PAY004147,C014,26-08-2024,500
PAY004148,C014,26-08-2024,1300
PAY004149,C016,26-08-2024,10600
PAY004150,C019,26-08-2024,11300
PAY004151,C030,26-08-2024,5300
PAY004152,C031,26-08-2024,9900
PAY004153,C033,26-08-2024,3400
PAY004154,C042,26-08-2024,1900
PAY004155,C003,27-08-2024,4100
PAY001316,C033,31-10-2023,-3900
PAY004156,C005,27-08-2024,3100
PAY004157,C010,27-08-2024,8600
PAY004158,C012,27-08-2024,3000
PAY004159,C015,27-08-2024,9500
PAY006551,C023,15-04-2025,4800
PAY004160,C018,27-08-2024,4700
PAY004161,C028,27-08-2024,11900
PAY004162,C030,27-08-2024,4300
PAY004163,C002,28-08-2024,4300
PAY004164,C006,28-08-2024,6500
PAY004165,C011,28-08-2024,1000
PAY004166,C012,28-08-2024,1700
PAY004167,C015,28-08-2024,11700
PAY004168,C022,28-08-2024,11100
PAY004169,C032,28-08-2024,800
PAY002437,,04-03-2024,9100
PAY004170,C033,28-08-2024,9100
PAY004171,C048,28-08-2024,6800
PAY004172,C050,28-08-2024,10900
PAY004173,C053,28-08-2024,9300
PAY004174,C057,28-08-2024,12600
PAY004175,C004,29-08-2024,12700
PAY004176,C013,29-08-2024,5000
PAY004177,C014,29-08-2024,8000
PAY004178,C043,29-08-2024,12600
PAY004179,C044,29-08-2024,12300
PAY004180,C049,29-08-2024,4000
PAY004181,C003,30-08-2024,1700
PAY004182,C004,30-08-2024,4100
PAY004183,C005,30-08-2024,13400
PAY004184,C006,30-08-2024,12200
PAY004185,C009,30-08-2024,7200
PAY004186,C011,30-08-2024,11800
PAY004187,C013,30-08-2024,1400
PAY004188,C024,30-08-2024,11100
PAY004189,C040,30-08-2024,5700
PAY004190,C057,30-08-2024,11800
PAY004191,C001,31-08-2024,2400
PAY004192,C002,31-08-2024,4200
PAY004193,C004,31-08-2024,8800
PAY004194,C006,31-08-2024,9300
PAY004195,C008,31-08-2024,11600
PAY004196,C011,31-08-2024,9100
PAY004197,C014,31-08-2024,1900
PAY004198,C029,31-08-2024,3200
PAY004199,C035,31-08-2024,12700
PAY004200,C036,31-08-2024,6700
PAY004201,C038,31-08-2024,3800
PAY004202,C039,31-08-2024,8200
PAY004203,C007,01-09-2024,8200
PAY004204,C009,01-09-2024,3800
PAY004205,C012,01-09-2024,2100
PAY004206,C015,01-09-2024,10600
PAY004207,C017,01-09-2024,6300
PAY004208,C021,01-09-2024,13700
PAY004209,C024,01-09-2024,4200
PAY004210,C025,01-09-2024,9900
PAY004211,C029,01-09-2024,9300
PAY004212,C034,01-09-2024,11200
PAY004213,C039,01-09-2024,4500
PAY004214,C043,01-09-2024,8900
PAY001101,C014,,4600
PAY004215,C045,01-09-2024,9900
PAY004216,C049,01-09-2024,11700
PAY005500,C052,05-01-2025,
PAY004217,C002,02-09-2024,4700
PAY004218,C003,02-09-2024,1100
PAY002922,C010,26-04-2024,1000
PAY004219,C007,02-09-2024,11100
PAY004220,C008,02-09-2024,4400
PAY004221,C010,02-09-2024,900
PAY002304,C018,19-02-2024,10500
PAY004222,C011,02-09-2024,3700
PAY004223,C012,02-09-2024,5800
PAY004224,C015,02-09-2024,400
PAY004225,C017,02-09-2024,10600
PAY004226,C020,02-09-2024,4100
PAY004227,C027,02-09-2024,13900
PAY004228,C036,02-09-2024,9300
PAY003155,C001,20-05-2024,10300
PAY004229,C060,02-09-2024,12700
PAY004230,C003,03-09-2024,600
PAY004231,C007,03-09-2024,2600
PAY004232,C012,03-09-2024,2900
PAY004233,C021,03-09-2024,400
PAY004234,C022,03-09-2024,4100
PAY004235,C023,03-09-2024,400
PAY004236,C030,03-09-2024,3700
PAY004237,C031,03-09-2024,10500
PAY004238,C041,03-09-2024,2600
PAY004239,C052,03-09-2024,3100
PAY-01064,C033,27-09-2023,12700
PAY004240,C054,03-09-2024,7300
PAY004241,C058,03-09-2024,2300
PAY004242,C059,03-09-2024,7100
PAY004243,C004,04-09-2024,400
PAY004244,C006,04-09-2024,3000
PAY004245,C015,04-09-2024,7200
PAY004246,C019,04-09-2024,11000
PAY004247,C026,04-09-2024,8300
PAY004248,C045,04-09-2024,7100
PAY004249,C054,04-09-2024,4600
PAY004250,C063,04-09-2024,1500
PAY004251,C002,05-09-2024,12000
PAY004252,C009,05-09-2024,2400
PAY004253,C011,05-09-2024,10200
PAY004254,C014,05-09-2024,1300
PAY004255,C016,05-09-2024,13400
PAY004256,C020,05-09-2024,10700
PAY004257,C026,05-09-2024,1700
PAY004258,C028,05-09-2024,8400
PAY004259,C030,05-09-2024,11300
PAY004260,C031,05-09-2024,600
PAY001558,  C033,29-11-2023,13400
PAY004261,C003,06-09-2024,10500
PAY004262,C007,06-09-2024,10600
PAY004263,C009,06-09-2024,13400
PAY004264,C012,06-09-2024,1200
PAY004265,C013,06-09-2024,2600
PAY004266,C018,06-09-2024,13100
PAY004267,C022,06-09-2024,13400
PAY004268,C028,06-09-2024,6600
PAY004269,C046,06-09-2024,4400
PAY004270,C051,06-09-2024,2700
PAY004271,C002,07-09-2024,3100
PAY004272,C004,07-09-2024,7200
PAY003911,c017,04-08-2024,9600
PAY004273,C005,07-09-2024,800
PAY000812,C031,24-08-2023,-9800
PAY004274,C006,07-09-2024,11800
PAY004275,C011,07-09-2024,6400
PAY004276,C012,07-09-2024,3600
PAY004277,C016,07-09-2024,2400
PAY004278,C018,07-09-2024,2500
PAY004279,C033,07-09-2024,4000
PAY004280,C047,07-09-2024,3900
PAY004281,C051,07-09-2024,13200
PAY004282,C063,07-09-2024,6200
PAY004283,C001,08-09-2024,11900
PAY004284,C002,08-09-2024,9700
PAY004285,C006,08-09-2024,9700
PAY004286,C007,08-09-2024,10600
PAY004287,C008,08-09-2024,10100
PAY004288,C011,08-09-2024,5200
PAY004289,C015,08-09-2024,6700
PAY004290,C033,08-09-2024,5000
PAY004291,C042,08-09-2024,12600
PAY004292,C056,08-09-2024,14000
PAY004293,C003,09-09-2024,9100
PAY004294,C004,09-09-2024,1900
PAY004295,C006,09-09-2024,8800
PAY004296,C015,09-09-2024,6300
PAY004297,C029,09-09-2024,1000
PAY004298,C032,09-09-2024,13400
PAY004299,C034,09-09-2024,2700
PAY004300,C046,09-09-2024,8000
PAY004301,C055,09-09-2024,1400
PAY004302,C008,10-09-2024,2400
PAY004303,C009,10-09-2024,12900
PAY004304,C010,10-09-2024,11900
PAY004305,C024,10-09-2024,2500
PAY004306,C032,10-09-2024,2800
PAY004307,C042,10-09-2024,6100
PAY004308,C053,10-09-2024,2400
PAY001049,C002,26-09-2023,13900
PAY004309,C057,10-09-2024,8300
PAY004310,C002,11-09-2024,9900
PAY004311,C004,11-09-2024,5500
PAY004312,C008,11-09-2024,5300
PAY004313,C009,11-09-2024,11600
PAY004314,C013,11-09-2024,9400
PAY004315,C024,11-09-2024,3100
PAY004316,C035,11-09-2024,2000
PAY004317,C037,11-09-2024,7200
PAY004318,C044,11-09-2024,500
PAY004319,C065,11-09-2024,8600
PAY004320,C002,12-09-2024,7500
PAY004321,C007,12-09-2024,8700
PAY004322,C010,12-09-2024,7000
PAY004323,C011,12-09-2024,2000
PAY004324,C023,12-09-2024,800
PAY004325,C025,12-09-2024,4300
PAY004326,C026,12-09-2024,10900
PAY004327,C048,12-09-2024,7600
PAY004328,C049,12-09-2024,1800
PAY004329,C013,13-09-2024,4300
PAY004330,C014,13-09-2024,7300
PAY004331,C017,13-09-2024,8500
PAY004332,C019,13-09-2024,3600
PAY004333,C021,13-09-2024,10900
PAY002804,,13-04-2024,5700
PAY004334,C025,13-09-2024,700
PAY004335,C027,13-09-2024,9800
PAY004336,C038,13-09-2024,2400
PAY004337,C008,14-09-2024,6000
PAY004338,C012,14-09-2024,11500
PAY004339,C015,14-09-2024,10100
PAY004340,C020,14-09-2024,12400
PAY004341,C022,14-09-2024,7400
PAY004342,C038,14-09-2024,11400
PAY004343,C039,14-09-2024,7800
PAY004344,C049,14-09-2024,5600
PAY004075,C036,,11900
PAY004345,C065,14-09-2024,13400
PAY004346,C003,15-09-2024,6700
PAY004347,C005,15-09-2024,9300
PAY004348,C008,15-09-2024,10200
PAY004349,C011,15-09-2024,2000
PAY004350,C013,15-09-2024,11000
PAY004351,C020,15-09-2024,1600
PAY004352,C023,15-09-2024,10500
PAY004353,C030,15-09-2024,2400
PAY007200,C001,17-06-2025,
PAY004354,C031,15-09-2024,9700
PAY004355,C043,15-09-2024,1900
PAY004356,C050,15-09-2024,1500
PAY004357,C001,16-09-2024,14000
PAY004358,C004,16-09-2024,6100
PAY004359,C006,16-09-2024,5600
PAY004360,C010,16-09-2024,8300
PAY004361,C016,16-09-2024,5000
PAY004362,C021,16-09-2024,1300
PAY004363,C022,16-09-2024,8200
PAY004364,C036,16-09-2024,1100
PAY004365,C041,16-09-2024,3000
PAY004366,C052,16-09-2024,12500
PAY004367,C054,16-09-2024,13200
PAY004368,C004,17-09-2024,6300
PAY004369,C007,17-09-2024,9900
PAY004370,C018,17-09-2024,1900
PAY004371,C028,17-09-2024,8400
PAY004372,C029,17-09-2024,2400
PAY004373,C030,17-09-2024,11900
PAY004374,C031,17-09-2024,8400
PAY004375,C033,17-09-2024,11300
PAY004376,C039,17-09-2024,12900
PAY004377,C040,17-09-2024,3900
PAY004378,C060,17-09-2024,7500
PAY004379,C003,18-09-2024,7700
PAY004380,C005,18-09-2024,3600
PAY000151,C004,07-05-2023,1700
PAY004381,C008,18-09-2024,11400
PAY007076,C003,05-06-2025,3600
PAY004382,C009,18-09-2024,9600
PAY004383,C011,18-09-2024,13500
PAY004384,C013,18-09-2024,5900
PAY004385,C041,18-09-2024,5200
PAY004386,C050,18-09-2024,3400
PAY004387,C001,19-09-2024,8400
PAY004388,C003,19-09-2024,5200
PAY004389,C004,19-09-2024,500
PAY004390,C006,19-09-2024,1700
PAY004391,C016,19-09-2024,9200
PAY004392,C024,19-09-2024,8600
PAY004393,C054,19-09-2024,3200
PAY004394,C002,20-09-2024,7300
PAY004395,C003,20-09-2024,2200
PAY004396,C005,20-09-2024,11000
PAY004397,C007,20-09-2024,9300
PAY004398,C011,20-09-2024,7300
PAY004399,C014,20-09-2024,4300
PAY004400,C029,20-09-2024,2100
PAY004401,C032,20-09-2024,8000
PAY004402,C034,20-09-2024,5200
PAY004403,C042,20-09-2024,10100
PAY004404,C045,20-09-2024,4400
PAY004405,C051,20-09-2024,11000
PAY004406,C056,20-09-2024,2300
PAY004407,C004,21-09-2024,500
PAY004408,C007,21-09-2024,2200
PAY004409,C008,21-09-2024,10600
PAY003473,C012,22-06-2024,1000
PAY004410,C010,21-09-2024,2400
PAY004411,C012,21-09-2024,10000
PAY004412,C021,21-09-2024,2500
PAY004413,C023,21-09-2024,2500
PAY004414,C035,21-09-2024,800
PAY004415,C051,21-09-2024,9700
pay000325,C008,08-06-2023,10700
PAY004416,C059,21-09-2024,6700
PAY004417,C070,21-09-2024,13700
PAY004418,C005,22-09-2024,13800
PAY004419,C007,22-09-2024,5400
PAY004420,C010,22-09-2024,13600
PAY004421,C011,22-09-2024,1500
PAY004422,C014,22-09-2024,12700
PAY004423,C015,22-09-2024,4200
PAY004424,C025,22-09-2024,8300
PAY004425,C046,22-09-2024,8000
PAY004426,C001,23-09-2024,12800
PAY004427,C006,23-09-2024,1000
PAY004428,C008,23-09-2024,4900
PAY004429,C012,23-09-2024,9600
PAY004430,C013,23-09-2024,5600
PAY004431,C020,23-09-2024,9200
PAY004432,C032,23-09-2024,6200
PAY004433,C034,23-09-2024,11100
PAY004434,C042,23-09-2024,6100
PAY004435,C058,23-09-2024,5200
PAY004436,C069,23-09-2024,7600
PAY004437,C007,24-09-2024,11600
PAY004438,C009,24-09-2024,5500
PAY004439,C011,24-09-2024,1000
PAY001997,  C017,16-01-2024,10500
PAY004440,C013,24-09-2024,3900
PAY004441,C019,24-09-2024,7700
PAY004442,C026,24-09-2024,6800
PAY004443,C047,24-09-2024,11300
PAY004444,C070,24-09-2024,8100
PAY004445,C001,25-09-2024,8900
PAY004446,C003,25-09-2024,2900
PAY004447,C005,25-09-2024,6700
PAY004448,C014,25-09-2024,9700
PAY004449,C017,25-09-2024,3900
PAY007085,c050,05-06-2025,6500
PAY004450,C027,25-09-2024,3100
PAY004451,C028,25-09-2024,5800
PAY004452,C006,26-09-2024,3600
PAY004453,C010,26-09-2024,1200
PAY004454,C016,26-09-2024,11900
PAY004455,C022,26-09-2024,12400
PAY004456,C030,26-09-2024,900
PAY004457,C031,26-09-2024,9700
PAY004458,C047,26-09-2024,5500
PAY004459,C049,26-09-2024,9900
PAY004460,C055,26-09-2024,13700
PAY004461,C002,27-09-2024,12500
PAY004462,C003,27-09-2024,4400
PAY004463,C005,27-09-2024,7400
PAY004464,C013,27-09-2024,1600
PAY004465,C018,27-09-2024,13100
PAY004466,C055,27-09-2024,4500
PAY004467,C008,28-09-2024,11800
PAY004468,C010,28-09-2024,2900
PAY004469,C012,28-09-2024,2300
PAY004470,C013,28-09-2024,1400
PAY004471,C014,28-09-2024,7600
PAY004472,C015,28-09-2024,10900
PAY004473,C024,28-09-2024,3200
PAY004474,C027,28-09-2024,5700
PAY004475,C028,28-09-2024,1600
PAY004476,C029,28-09-2024,8400
PAY004477,C030,28-09-2024,12900
PAY004478,C033,28-09-2024,7500
PAY004479,C057,28-09-2024,10200
PAY004480,C067,28-09-2024,7700
PAY004481,C004,29-09-2024,4200
PAY004482,C005,29-09-2024,8800
PAY004483,C006,29-09-2024,2300
PAY004484,C007,29-09-2024,700
PAY004485,C008,29-09-2024,500
PAY004486,C011,29-09-2024,11100
PAY004487,C015,29-09-2024,9200
PAY004488,C023,29-09-2024,13900
PAY004489,C032,29-09-2024,8900
PAY004490,C037,29-09-2024,6000
PAY004491,C040,29-09-2024,7900
PAY004492,C052,29-09-2024,6200
PAY004493,C057,29-09-2024,6400
PAY004492,C052,29-09-2024,-2800
PAY004494,C002,30-09-2024,12900
PAY004495,C003,30-09-2024,5800
PAY004496,C006,30-09-2024,12100
PAY004497,C013,30-09-2024,600
PAY004498,C015,30-09-2024,4300
PAY004499,C023,30-09-2024,9700
PAY004500,C025,30-09-2024,3400
PAY004501,C034,30-09-2024,1000
PAY004502,C038,30-09-2024,3900
PAY004503,C044,30-09-2024,6400
PAY004504,C050,30-09-2024,900
PAY004505,C052,30-09-2024,8100
PAY004506,C053,30-09-2024,800
PAY003560,C020,30-06-2024,11100
PAY004507,C001,01-10-2024,3100
PAY004508,C003,01-10-2024,3700
PAY004509,C004,01-10-2024,6800
PAY004510,C008,01-10-2024,8300
PAY004511,C014,01-10-2024,3100
PAY004512,C021,01-10-2024,12700
PAY004513,C025,01-10-2024,7700
PAY004514,C029,01-10-2024,1000
PAY004515,C037,01-10-2024,10300
PAY004516,C038,01-10-2024,2700
PAY004517,C039,01-10-2024,3000
PAY004518,C043,01-10-2024,3200
PAY008496,,28-10-2025,12800
PAY004519,C048,01-10-2024,2800
PAY004520,C050,01-10-2024,13900
PAY004521,C001,02-10-2024,2700
PAY004522,C007,02-10-2024,10100
PAY004523,C009,02-10-2024,13000
PAY004524,C011,02-10-2024,9200
PAY004525,C026,02-10-2024,2400
PAY004526,C035,02-10-2024,1000
PAY004527,C040,02-10-2024,1400
PAY004528,C001,03-10-2024,5900
PAY004529,C006,03-10-2024,5900
PAY004530,C014,03-10-2024,600
PAY004531,C017,03-10-2024,10800
PAY004532,C065,03-10-2024,9000
PAY004533,C004,04-10-2024,6600
PAY004534,C007,04-10-2024,5000
PAY004535,C007,04-10-2024,12000
PAY004536,C010,04-10-2024,2700
PAY004537,C011,04-10-2024,7100
PAY004538,C012,04-10-2024,13700
PAY004539,C013,04-10-2024,13400
PAY004540,C015,04-10-2024,10200
PAY004541,C020,04-10-2024,3100
PAY004542,C030,04-10-2024,1400
PAY004543,C041,04-10-2024,13000
PAY004544,C043,04-10-2024,8000
PAY004545,C045,04-10-2024,9700
PAY004546,C046,04-10-2024,2900
PAY004547,C065,04-10-2024,12500
PAY004548,C002,05-10-2024,5100
PAY004549,C005,05-10-2024,13600
PAY004550,C015,05-10-2024,7600
PAY004551,C026,05-10-2024,400
PAY000990,C015,,2300
PAY004552,C030,05-10-2024,4700
PAY004553,C035,05-10-2024,12600
PAY004554,C036,05-10-2024,3500
PAY004555,C042,05-10-2024,12600
PAY004556,C054,05-10-2024,3700
PAY004557,C060,05-10-2024,2000
PAY004558,C001,06-10-2024,4300
PAY004559,C002,06-10-2024,3200
PAY004560,C006,06-10-2024,5200
PAY004561,C007,06-10-2024,1700
PAY004562,C008,06-10-2024,11700
PAY004563,C014,06-10-2024,3700
PAY004564,C016,06-10-2024,10600
PAY007693,C007,07-08-2025,
PAY004565,C017,06-10-2024,10600
PAY004566,C019,06-10-2024,4300
PAY004567,C024,06-10-2024,700
PAY004568,C027,06-10-2024,10100
PAY004569,C036,06-10-2024,6000
PAY004570,C051,06-10-2024,6700
PAY004571,C056,06-10-2024,12700
PAY004572,C001,07-10-2024,6400
PAY004573,C004,07-10-2024,10600
PAY004574,C009,07-10-2024,2600
PAY004575,C011,07-10-2024,12300
PAY004576,C013,07-10-2024,4100
PAY004577,C014,07-10-2024,9600
PAY004578,C016,07-10-2024,13000
PAY004579,C020,07-10-2024,9500
PAY004580,C024,07-10-2024,4100
PAY004581,C028,07-10-2024,12200
PAY004582,C029,07-10-2024,11800
PAY004583,C041,07-10-2024,1600
PAY004584,C046,07-10-2024,3700
PAY004585,C054,07-10-2024,9100
PAY004586,C060,07-10-2024,4500
PAY004587,C003,08-10-2024,12800
PAY004588,C008,08-10-2024,1700
PAY004589,C022,08-10-2024,9200
PAY004590,C025,08-10-2024,8200
PAY004591,C031,08-10-2024,5600
PAY004592,C042,08-10-2024,10200
PAY004593,C059,08-10-2024,13100
PAY004594,C006,09-10-2024,10200
PAY004595,C007,09-10-2024,8000
PAY004596,C012,09-10-2024,7700
PAY004597,C018,09-10-2024,9000
PAY004598,C019,09-10-2024,11000
PAY004599,C021,09-10-2024,8800
PAY004600,C022,09-10-2024,13200
PAY004601,C023,09-10-2024,7000
PAY004602,C051,09-10-2024,5900
PAY004603,C058,09-10-2024,4400
PAY004604,C063,09-10-2024,1700
PAY004605,C003,10-10-2024,1700
PAY004606,C004,10-10-2024,2000
PAY004607,C011,10-10-2024,6700
PAY004608,C013,10-10-2024,3900
PAY004609,C015,10-10-2024,13500
PAY004610,C025,10-10-2024,2000
PAY006631,C056,23-04-2025,12800
PAY004611,C026,10-10-2024,1500
PAY004612,C031,10-10-2024,8700
PAY004613,C032,10-10-2024,5600
PAY004614,C033,10-10-2024,8200
PAY004615,C001,11-10-2024,6900
PAY000902,C005,06-09-2023,11700
PAY004616,C003,11-10-2024,2200
PAY004617,C005,11-10-2024,6700
PAY004618,C006,11-10-2024,9900
PAY004619,C007,11-10-2024,700
PAY004620,C008,11-10-2024,10600
PAY004621,C017,11-10-2024,6600
PAY004622,C032,11-10-2024,7100
PAY004623,C034,11-10-2024,8700
PAY004624,C066,11-10-2024,2100
PAY004602,C051,09-10-2024,12700
PAY004625,C002,12-10-2024,1200
PAY004626,C006,12-10-2024,1200
PAY004627,C010,12-10-2024,10000
PAY004628,C011,12-10-2024,2400
PAY004629,C012,12-10-2024,5600
PAY004630,C014,12-10-2024,2500
PAY004631,C005,13-10-2024,7100
PAY004632,C010,13-10-2024,9900
PAY004633,C011,13-10-2024,3600
PAY004634,C020,13-10-2024,2800
PAY004635,C030,13-10-2024,3000
PAY004636,C035,13-10-2024,5300
PAY004637,C001,14-10-2024,10700
PAY004638,C004,14-10-2024,7000
PAY004639,C006,14-10-2024,13400
PAY004640,C007,14-10-2024,11400
PAY004641,C008,14-10-2024,7500
PAY004642,C009,14-10-2024,12900
PAY004643,C016,14-10-2024,5000
PAY004644,C030,14-10-2024,5200
PAY004645,C043,14-10-2024,13500
PAY004646,C047,14-10-2024,13800
PAY004647,C052,14-10-2024,10200
PAY004648,C057,14-10-2024,6600
PAY004649,C066,14-10-2024,8100
PAY004650,C006,15-10-2024,4100
PAY004651,C008,15-10-2024,3600
pay008469,C015,25-10-2025,5500
PAY004652,C010,15-10-2024,1500
PAY004653,C011,15-10-2024,2000
PAY004654,C012,15-10-2024,13300
PAY004655,C019,15-10-2024,4000
PAY004656,C037,15-10-2024,9500
PAY004657,C048,15-10-2024,13300
